,channel,title,view_count,like_count,was_live,duration_m,date_upload,hour_upload
20,Jess No Limit,Cara Dapet Emote Mobile Legends Gratis!,2044873,85697,0,0.3,2023-01-27,12
21,Jess No Limit,Aku Main Lato-Lato 🤣,1402905,38373,0,0.1,2023-01-25,11
22,Jess No Limit,Nonton Bioskop 2 Juta Rupiah!,3691069,220541,0,1.0,2023-01-19,10
23,Jess No Limit,Pertama Kali Sisca Kohl Naik Motor,847965,28340,0,11.333,2023-01-16,10
24,Jess No Limit,Putaran Terakhir Google Play Winterlands Code Hunt,65335,4736,0,0.183,2023-01-06,12
25,Jess No Limit,Gambar Lingkaran Dapat 10 Juta,17917882,618529,0,0.65,2022-12-31,10
26,Jess No Limit,"Skin Terbaru M4 Prime Beatrix Rp7,000,000 - Mobile Legends",918207,22936,0,16.9,2022-12-30,11
27,Jess No Limit,"Skin Legend Franco Rp3,000,000 - Mobile Legends",1215074,31513,0,16.1,2022-12-28,10
28,Jess No Limit,Aku Cosplay Jadi Maxim Free Fire,266035,9637,0,0.3,2022-12-26,12
29,Jess No Limit,Challenge Tebak Balon Yang Ada Warna,21375017,567518,0,0.433,2022-12-25,8
30,Jess No Limit,Yang Pecahin Balon Emas Duluan Menang!,835612,41961,0,0.7,2022-12-22,10
31,Jess No Limit,Jakarta Turun Salju!?,271784,8630,0,0.267,2022-12-22,8
32,Jess No Limit,Bottle Flip Challenge iPhone Jatuh ke Air,19872778,525387,0,0.967,2022-12-20,9
33,Jess No Limit,Pertama Kali Cosplay Untuk Free Fire Winterlands Google Play,423700,18048,0,1.867,2022-12-19,9
34,Jess No Limit,Eksperimen Coca Cola dan Soda Kue,1366721,50597,0,0.517,2022-12-17,7
35,Jess No Limit,Main Lompat Gelas,3134270,107332,0,0.417,2022-12-16,11
36,Jess No Limit,Main Tebak Suara Air di Gelas,25936514,770401,0,0.75,2022-12-15,10
37,Jess No Limit,Nonton Video Bisa Dapet HP,182567,10656,0,0.4,2022-12-13,12
38,Jess No Limit,Pilih Ember atau iPhone?,10560387,565727,0,0.7,2022-12-12,11
39,Jess No Limit,Bagi Emas ke Subscriber Sama Istri Tercinta,869199,72743,0,1.0,2022-12-10,8
40,Jess No Limit,Challenge Makan Samyang Pake Toping Random,5861110,415475,0,1.017,2022-12-09,10
41,Jess No Limit,Savage Main Pake Hero Paling Sering Kalah,579964,16516,0,10.583,2022-12-08,10
42,Jess No Limit,"Skin Terbaru Ruby Aspirants Rp2,000,000 - Mobile Legends",617333,16313,0,20.233,2022-12-07,10
43,Jess No Limit,Jakarta Bakal Turun Salju!,1275463,77766,0,0.95,2022-12-07,6
44,Jess No Limit,"Skin Terbaru  Angela Aspirants Rp1,500,000 - Mobile Legends",294416,11287,0,14.15,2022-12-07,3
45,Jess No Limit,Main Sepak Bola Sama Istri Tercinta,952100,30992,0,19.95,2022-12-06,10
46,Jess No Limit,Belanja Bulanan Pertama Aku dan Sisca Kohl! BUDGET NO LIMIT!,7170193,207876,0,22.583,2022-12-04,9
47,Jess No Limit,Bottle Flip Challenge! Yang Kalah Diceburin ke Kolam Renang!,2460406,148422,0,1.0,2022-12-03,10
48,Jess No Limit,Emas Untuk Subscriber,3399081,255608,0,0.367,2022-12-02,10
49,Jess No Limit,Cara Main Pake Gusion Setelah Nerf - Mobile Legends,312667,12320,0,9.917,2022-12-02,10
50,Jess No Limit,Malam Pertama JessNoLimit dan Sisca Kohl,3318347,109720,0,12.917,2022-12-01,12
51,Jess No Limit,Detik-Detik JessNoLimit dan Sisca Kohl Menikah,6176000,327229,0,6.85,2022-11-30,11
52,Jess No Limit,Review Skin Terbaru Masha Special - Mobile Legends,209344,7186,0,13.0,2022-11-29,10
53,Jess No Limit,"Belum Ada Yang Tau, Build Joy Cooldown Mengerikan - Mobile Legends",254347,6717,0,10.55,2022-11-28,9
54,Jess No Limit,Hero Paling Sering Menang di Mobile Legends,241237,7041,0,11.483,2022-11-26,10
55,Jess No Limit,Top 1 Gusion Curi Lord,4900051,202087,0,0.583,2022-11-25,12
56,Jess No Limit,Top 1 Bruno VS Aldous 1x Hit Mati - Mobile Legends,309461,7808,0,10.933,2022-11-25,10
57,Jess No Limit,Build Terbaru Lesley 2022 - Mobile Legends,293006,8585,0,12.317,2022-11-24,9
58,Jess No Limit,Susun 100 Chicken Nugget,369920,17246,0,0.517,2022-11-24,4
59,Jess No Limit,Saat Top 1 Global Dihina - Mobile Legends,243423,7953,0,13.35,2022-11-23,9
60,Jess No Limit,"Review Skin Lesley Starlight Fest Rp1,000,000 - Mobile Legends",507017,13798,0,12.55,2022-11-22,9
61,Jess No Limit,Top 1 Bruno Review Skin Terbaru Neymar Jr - Mobile Legends,656127,16045,0,10.333,2022-11-21,10
62,Jess No Limit,Hero Ini Jadi Raja di Mobile Legends,601915,11007,0,10.633,2022-11-19,7
63,Jess No Limit,Eksperimen 50 kg Dry Ice di Kolam Renang,2110562,136270,0,0.733,2022-11-18,3
64,Jess No Limit,Review Skin Terbaru Cecilion Collector - Mobile Legends,215115,7960,0,10.117,2022-11-16,7
65,Jess No Limit,Top 1 Gusion Review Skin Terbaru Dimension Walker - Mobile Legends,1798563,40662,0,15.2,2022-11-12,8
66,Jess No Limit,Challenge Mandi Air Es,326758,19803,0,0.933,2022-11-10,8
67,Jess No Limit,Pertama Kali Aku Main Stumble Guys,262986,10444,0,10.55,2022-10-17,10
68,Jess No Limit,"Build Rahasia Gusion, 1X Skill Lawan Mati - Mobile Legends",342848,9724,0,12.667,2022-10-12,10
69,Jess No Limit,Main Julian Pake Build Mage - Mobile Legends,225860,7442,0,13.6,2022-10-11,10
70,Jess No Limit,Aku Ketemu Member Baru EVOS - Mobile Legends,382651,10736,0,14.467,2022-10-08,10
71,Jess No Limit,Build Rahasia Gusion By Top Global Gusion,329352,8585,0,12.667,2022-10-07,10
72,Jess No Limit,Skin Terbaru Kagura Exorcists 1 Juta - Mobile Legends,477572,15332,0,17.95,2022-10-06,0
73,Jess No Limit,Aku Dapet Savage Main Eudora,309002,10434,0,11.017,2022-10-04,3
74,Jess No Limit,Aku Dapet Savage Main Akun Ayang Sisca Kohl,248079,8679,0,12.067,2022-10-01,9
75,Jess No Limit,SISCA KOHL BERSIHIN KOMEDO JESS NO LIMIT! TERNYATA BANYAK BANGET,1990362,39553,0,14.75,2022-09-30,10
76,Jess No Limit,Top 1 Bruno Main Bruno Habis Di Buff - Mobile Legends,509142,13743,0,11.5,2022-09-30,3
77,Jess No Limit,Makan All You Can Eat Sama Ayang Sisca Kohl,895480,29722,0,15.733,2022-09-29,10
78,Jess No Limit,Skin Terbaru Harley GRATIS Dari Mobile Legends,305637,9912,0,14.967,2022-09-28,10
79,Jess No Limit,Aku Beli Semua Barang di Game Survivor.io,161380,6594,0,13.833,2022-09-28,7
80,Jess No Limit,JADI DRIVER TRUCK DEMI AYANG SISCA KOHL - Euro Truck Simulator 2,103047,4480,0,14.6,2022-09-27,10
81,Jess No Limit,DRIVE THRU DIATUR SAMA KASIR! BUDGET NO LIMIT ft. Sisca Kohl,3336921,66176,0,25.783,2022-09-26,12
82,Jess No Limit,Mabar ML Sama Ayang Sisca Kohl Damage +1000%,485132,16940,0,15.617,2022-09-25,11
83,Jess No Limit,Beli Recall 1 Juta - Mobile Legends,349251,10991,0,13.9,2022-09-24,1
84,Jess No Limit,BOGOR STREET FOOD ft. Sisca Kohl,1798012,58384,0,13.883,2022-09-23,10
85,Jess No Limit,Top 1 Gusion Pake Gusion Habis Di Buff - Mobile Legends,501879,14741,0,11.183,2022-09-22,9
86,Jess No Limit,Ke Taman Safari Sama Ayang Sisca Kohl,1215025,44297,0,27.833,2022-09-21,13
87,Jess No Limit,Prank Main Nana Build MM - Mobile Legends,1138773,22481,0,13.1,2022-09-20,12
88,Jess No Limit,Olah Raga Sama Sisca Kohl di GBK,424119,17231,0,14.25,2022-09-19,8
89,Jess No Limit,Build Beatrix Pakai Semua Item Merah - Mobile Legends,267207,9614,0,11.45,2022-09-17,11
90,Jess No Limit,Hero Paling Kuat di Mobile Legends,373846,11536,0,13.317,2022-09-14,10
91,Jess No Limit,"Skin Lancelot Dragon Tamer Kualitas Rp5,000,000 - Mobile Legends",562163,17798,0,11.367,2022-09-12,10
92,Jess No Limit,Sisca Kohl Habiskan Indomie 100 Cabe Terpedas di Indonesia,2911873,95510,0,14.2,2022-09-11,10
93,Jess No Limit,Bikinin Headphone & Casing Custom Untuk Ayangku Tercinta Sisca Kohl,571919,21775,0,8.883,2022-09-10,5
94,Jess No Limit,Top 1 Global Fanny Main di Rank Epic - Mobile Legends,404776,12776,0,12.983,2022-09-09,8
95,Jess No Limit,Reaksi Sisca Kohl di Joki Jess No Limit ke Mythic,3814461,55287,0,15.25,2022-09-08,2
96,Jess No Limit,Foto Latar Belakang Merah Persiapan Pernikahan,1836481,66173,0,10.783,2022-09-07,5
97,Jess No Limit,"Skin Terbaru Miya Collector Rp1,000,000 - Mobile Legends",775110,23511,0,12.567,2022-09-05,10
98,Jess No Limit,Pertama Kali Sisca Kohl Makan Pecel Lele,2501192,95046,0,9.85,2022-09-04,7
99,Jess No Limit,Fanny Jess No Limit VS Hacker Mobile Legends,350453,12748,0,12.233,2022-09-03,10
100,Jess No Limit,Pertama Kali Sisca Kohl Makan Jajanan SD,5277789,188618,0,14.333,2022-09-02,10
101,Jess No Limit,Photoshoot Foto Profil Mr. & Mrs. No Limit,2207561,80000,0,10.367,2022-08-31,9
102,Jess No Limit,Akun Mobile Legends Aku Di Hack Lagi :(,436245,15772,0,16.683,2022-08-30,10
103,Jess No Limit,Pertama Kali Sisca Kohl Makan di Warteg,4630802,179240,0,10.217,2022-08-29,6
104,Jess No Limit,"Skin Kungfu Panda Ling Rp5,000,000 - Mobile Legends",645301,20302,0,14.933,2022-08-28,10
105,Jess No Limit,"Skin Kungfu Panda Thamuz Rp5,000,000 - Mobile Legends",462390,14890,0,14.283,2022-08-27,9
106,Jess No Limit,"Sisca Kohl, Will You Marry Me?",6284096,412658,0,9.517,2022-08-25,12
107,Jess No Limit,#BikinBareng,271333,15034,0,0.617,2022-08-23,17
108,Jess No Limit,Cheat Savage Terbaru Mobile Legends 2022,308337,10826,0,11.833,2022-08-18,10
109,Jess No Limit,Prank Main Pake Miya - Mobile Legends,823204,18504,0,13.433,2022-08-16,10
110,Jess No Limit,Review Hero Terbaru Joy - Mobile Legend,458254,13272,0,14.367,2022-08-15,9
111,Jess No Limit,Terima Kasih Anda Sudah Berbagi,296760,19292,0,4.817,2022-08-15,8
112,Jess No Limit,Prank Main Estes Build MM - Mobile Legends,586421,17942,0,14.683,2022-08-13,10
113,Jess No Limit,Main Sama Ayang Sisca Kohl Damage +200%,266628,10566,0,11.1,2022-08-12,10
114,Jess No Limit,"Skin Terbaru Jawhead Kualitas Rp1,000,000 - Mobile Legends",218625,8476,0,12.317,2022-08-11,10
115,Jess No Limit,Ketemu Member Baru RRQ,163712,7510,0,12.3,2022-08-10,10
116,Jess No Limit,Masih Ketagihan Main Hero Ini - Mobile Legends,144722,6072,0,15.75,2022-08-09,11
117,Jess No Limit,Challenge Main Beatrix Pake 6 BOD - Mobile Legends,612745,16352,0,14.45,2022-08-08,9
118,Jess No Limit,Aku Ketagihan Main Hero Ini - Mobile Legends,176534,7403,0,13.467,2022-08-07,10
119,Jess No Limit,Karina 6 Windtalker,694387,20517,0,12.633,2022-08-06,11
120,Jess No Limit,Berani-Beraninya Musuh Lepas Hero Ini - Mobile Legends,166750,6993,0,16.783,2022-08-05,10
121,Jess No Limit,"Skin Collector Sun Terbaru Rp1,000,000 - Mobile Legends",515249,17463,0,14.683,2022-08-04,10
122,Jess No Limit,Hero Paling Gila di Mobile Legends,193312,7723,0,12.5,2022-08-03,9
123,Jess No Limit,Skin Terbaru Nathan Kualitas 1 Juta - Mobile Legends,256944,9723,0,14.417,2022-08-02,9
124,Jess No Limit,Cara Solo Ranked Dari Epic Ke Mythic,626929,15394,0,12.583,2022-08-01,10
125,Jess No Limit,Savage Pake Beatrix - Mobile Legends,212540,8651,0,12.217,2022-07-30,10
126,Jess No Limit,Detik-Detik Ayang Sisca Kohl Diremehkan,205707,8852,0,13.367,2022-07-29,11
127,Jess No Limit,Hero Ini Bikin Win Streak Aku Pecah :(,185456,6782,0,10.967,2022-07-28,10
128,Jess No Limit,Win Streak 10X Solo Ranked di Mobile Legends,182796,7883,0,11.3,2022-07-27,11
129,Jess No Limit,Savage di Game Mobile Legends,161948,7619,0,11.267,2022-07-26,10
130,Jess No Limit,Skin Terbaru Yi Sun-shin Kualitas 5 Juta - Mobile Legends,352011,13360,0,13.5,2022-07-25,11
131,Jess No Limit,Hero Paling Ditakuti di Mobile Legends,170030,7175,0,12.25,2022-07-23,11
132,Jess No Limit,Gameplay 1000 Match Moskov - Mobile Legends,454015,14889,0,10.167,2022-07-22,5
133,Jess No Limit,Hero Ini Seperti Setan di Game Mobile Legends,237723,9347,0,12.233,2022-07-21,10
134,Jess No Limit,"Skin Terbaru Aamon Kualitas Rp1,000,000 - Mobile Legends",189841,8207,0,13.667,2022-07-20,11
135,Jess No Limit,Skin Kimmy Star Wars Kualitas 10 Juta - Mobile Legends,625295,20792,0,16.483,2022-07-19,10
136,Jess No Limit,Akhirnya Ayang Sisca Kohl Naik ke Legend,171755,8203,0,10.05,2022-07-18,10
137,Jess No Limit,Ayang Sisca Kohl Gagal Naik ke Legend :(,202841,9458,0,17.117,2022-07-15,13
138,Jess No Limit,Mukbang Samyang Sama Ayang Sisca Kohl,2246393,78862,0,9.367,2022-07-14,9
139,Jess No Limit,Hero Paling Gila di Mobile Legends Juli 2022,270845,10294,0,12.65,2022-07-12,10
140,Jess No Limit,"Skin Terbaru Luo Yi Collector Rp1,000,000 - Mobile Legends",204724,9026,0,16.083,2022-07-11,11
141,Jess No Limit,Hero Terbaru Fedrinn - Mobile Legends,675290,18860,0,15.1,2022-07-10,10
142,Jess No Limit,Sedikit Lagi Savage :(,192512,9373,0,13.783,2022-07-09,10
143,Jess No Limit,24 Jam Drive Thru Sama Ayang Sisca Kohl,1552162,67145,0,15.3,2022-07-08,11
144,Jess No Limit,Ketika Ayang Sisca Kohl Diremehkan,417773,18898,0,13.333,2022-07-06,8
145,Jess No Limit,Selamat Hari Badak Sedunia - Mobile Legends,270989,13068,0,13.217,2022-07-05,10
146,Jess No Limit,Hero Paling Gila di Mobile Legends,302477,13713,0,10.75,2022-07-03,4
147,Jess No Limit,Coba Main Odette Revamp Terbaru - Mobile Legends,412165,12861,0,19.867,2022-07-02,11
148,Jess No Limit,"Skin Starlight Nana Terbaru Kualitas Rp1,000,000 - Mobile Legends",293605,14444,0,13.183,2022-07-01,9
149,Jess No Limit,Coba Main Pake Faramis Revamp Terbaru - Mobile Legends,236008,9911,0,15.25,2022-06-30,11
150,Jess No Limit,Savage Main Pake Akun Ayang Sisca Kohl - Mobile Legends,368844,15587,0,13.317,2022-06-29,10
151,Jess No Limit,Aku Potong Rambut di Salon Ayang Sisca Kohl,1682323,66738,0,11.3,2022-06-28,10
152,Jess No Limit,"Skin Esmeralda Collector Kualitas Rp5,000,000 - Mobile Legends",227185,10404,0,12.1,2022-06-27,9
153,Jess No Limit,Akun Mobile Legends Aku Di Hack :(,1105915,48767,0,6.517,2022-06-26,10
154,Jess No Limit,"Skin Moskov Abyss Terbaru Rp3,000,000 - Mobile Legends",547202,19498,0,10.767,2022-06-25,10
155,Jess No Limit,Top Up 10 Juta di Game Farlight 84,433875,17526,0,14.417,2022-06-24,9
156,Jess No Limit,24 Jam Makan Makanan Favorit Sisca Kohl,3171103,126600,0,22.567,2022-06-19,10
157,Jess No Limit,Bikin Es Krim Nasi Padang Sama Sisca Kohl,2471493,97288,0,13.867,2022-06-11,12
158,Jess No Limit,24 Jam Main Sama Sisca Kohl + Q&A,3506464,154034,0,27.983,2022-06-05,12
159,Jess No Limit,Gamau Review Skin Tigreal Lagi :(,434574,18008,0,10.833,2022-06-03,9
160,Jess No Limit,Reaction Kakek Nenek Lucu,253701,10367,0,13.733,2022-05-31,9
161,Jess No Limit,Ampun Bang XINNN :(,506234,19740,0,9.367,2022-05-30,9
162,Jess No Limit,Reaction Video Bocil Lucu,374088,17679,0,10.95,2022-05-29,10
163,Jess No Limit,Duo Sama Ayang Sisca Kohl ❤️,1650892,77018,0,14.567,2022-05-28,10
164,Jess No Limit,Hero Jagoan Indonesia Jadi Jungler Terkuat Sekarang? - Mobile Legends,572497,18238,0,12.767,2022-05-27,11
165,Jess No Limit,24 Jam Makan Makanan Mongolia,855600,31379,0,15.8,2022-05-26,11
166,Jess No Limit,Piknik Sama Sisca Kohl,7219217,388113,0,29.033,2022-05-25,10
167,Jess No Limit,"Skin Transformers Popol & Kupa Rp3,000,000 - Mobile Legends",767329,25525,0,15.017,2022-05-24,11
168,Jess No Limit,"Skin Transformers Aldous Rp3,000,000 - Mobile Legends",1225284,40474,0,16.833,2022-05-24,11
169,Jess No Limit,"Skin Transformers Roger Rp3,000,000 - Mobile Legends",758257,26914,0,18.367,2022-05-24,10
170,Jess No Limit,Eksperimen Chou Jungler - Mobile Legends,540949,20627,0,12.15,2022-05-23,10
171,Jess No Limit,Hero Ini Bikin Aku Tidak Jadi Dapat Piala :(,330052,12037,0,18.267,2022-05-22,10
172,Jess No Limit,Hero Ini Bikin Indonesia Tidak Jadi Dapat Emas?,791535,23475,0,10.083,2022-05-21,10
173,Jess No Limit,Joki Akun Ayang Sisca Kohl - Mobile Legends,2847122,120639,0,15.0,2022-05-20,11
174,Jess No Limit,24 Jam Makan Makanan Favorit BTS,897463,41408,0,14.267,2022-05-19,9
175,Jess No Limit,24 Jam Makan Makanan Korea,952745,42364,0,15.917,2022-05-18,12
176,Jess No Limit,Pake Emote FULL POWER Dapet iPhone 13 Pro - Mobile Legends,708131,32073,0,16.35,2022-05-17,13
177,Jess No Limit,Bucin Sama Sisca Kohl,13431485,886430,0,14.8,2022-05-16,12
178,Jess No Limit,"Skin Terbaru Aulus Kualitas Rp1,000,000 - Mobile Legends",510777,20302,0,10.033,2022-05-15,10
179,Jess No Limit,Akhirnya Emote FULL POWER Keluar Juga! - Mobile Legends,1097791,53649,0,10.6,2022-05-14,10
180,Jess No Limit,Ternyata Begini Rasanya Ketemu Skylar :( - Mobile Legends,525757,16422,0,11.533,2022-05-14,4
181,Jess No Limit,"Skin Gratis Zilong Kualitas Rp1,000,000 - Mobile Legends",553410,18799,0,13.6,2022-05-13,8
182,Jess No Limit,Makan Makanan Dari Sisca Kohl,2915579,122636,0,21.883,2022-05-13,3
183,Jess No Limit,Hayabusa XINNN Terlalu Gila - Mic Check 515  GRAND FINAL Game 3 (Pentagram VS Neverwin),408069,12794,0,18.1,2022-05-12,11
184,Jess No Limit,Fanny Jess VS Hayabusa XINNN - Mic Check 515 GRAND FINAL Game 2 (Pentagram VS Neverwin),369561,12324,0,14.767,2022-05-12,10
185,Jess No Limit,Adu Mekanik Lawan XINNN - Mic Check 515  GRAND FINAL Game 1 (Pentagram VS Neverwin),133063,4660,0,13.167,2022-05-12,10
186,Jess No Limit,PENTAGRAM vs GPX Game 2 - Jo Mode Emperor - Mic Check 515 All Star - Mobile Legends,110734,4980,0,10.717,2022-05-12,9
187,Jess No Limit,PENTAGRAM vs GPX Game 1 - Bertemu Mantan - Mic Check 515 All Star - Mobile Legends,181678,6429,0,19.9,2022-05-12,8
188,Jess No Limit,"Mic Check All Star - Lawan Aldous Markocop, Hayabusa XINNN!",617797,18932,0,24.567,2022-05-11,11
189,Jess No Limit,Mic Check All Star - XINNN Balik Jadi Jungler!,180516,8391,0,21.233,2022-05-11,10
190,Jess No Limit,Mic Check All Star - Lawan Team Celliboy!,224871,12706,0,11.283,2022-05-11,9
191,Jess No Limit,Latihan Bareng Tim All Stars 515 Pentagram - Mobile Legends,385257,18487,0,11.55,2022-05-10,10
192,Jess No Limit,Review Hero Terbaru Julian - Mobile Legends,627132,17904,0,13.317,2022-05-09,10
193,Jess No Limit,"Skin Terbaru Vale Collector Rp1,000,000 - Mobile Legends",586834,26575,0,14.817,2022-05-08,11
194,Jess No Limit,Aku Minum Kopi Sama Mama 😍❤️🥰,690712,37757,0,0.333,2022-05-07,12
195,Jess No Limit,"Gacha Skin Transformer Rp6,000,000 - Mobile Legends",430850,18252,0,7.533,2022-05-07,7
196,Jess No Limit,"Kirim Skin Legend Guinevere Rp3,000,000 Untuk Jessica Jane",1685073,83746,0,0.85,2022-05-07,7
197,Jess No Limit,Aku Dicover Sisca Kohl,797109,26074,0,0.267,2022-05-06,10
198,Jess No Limit,"Skin Benedetta Terbaru Kualitas Rp1,000,000 - Mobile Legends",372973,15062,0,15.333,2022-05-05,9
199,Jess No Limit,Savage Pake Fanny Sama Sisca Kohl,691604,26036,0,0.4,2022-05-04,13
200,Jess No Limit,Berburu Hantu Sama RRQ Lemon,299794,14996,0,14.35,2022-05-04,10
201,Jess No Limit,"Skin Paquito Terbaru Kualitas Rp1,000,000 - Mobile Legends",343908,14765,0,10.033,2022-05-03,6
202,Jess No Limit,Aku Savage Pake Fanny,390567,15984,0,0.583,2022-05-02,10
203,Jess No Limit,Ajarin Sisca Kohl Jadi Angela ku Auto Savage,1083119,50003,0,12.417,2022-05-01,4
204,Jess No Limit,"Skin Terbaru Yin M-World Kualitas Rp1,000,000 - Mobile Legends",1074466,31319,0,18.2,2022-04-30,9
205,Jess No Limit,Savage Lagi Mabar Sama Sisca Kohl,1949129,49536,0,0.383,2022-04-30,6
206,Jess No Limit,Savage Main Sama Sisca Kohl,8246844,212847,0,0.683,2022-04-27,12
207,Jess No Limit,"Skin Legend Guinevere Rp3,000,000 - Mobile Legends",1226831,86719,0,16.817,2022-04-26,11
208,Jess No Limit,Beli Skin Legend Guinevere,365413,20345,0,0.867,2022-04-26,9
209,Jess No Limit,Review Vexana Revamp Terbaru - Mobile Legends,691581,20878,0,14.117,2022-04-25,4
210,Jess No Limit,Kondisi Saya Sekarang,1624906,80788,0,4.1,2022-04-24,4
211,Jess No Limit,Kecewa Sama Skin Terbaru Ling M World - Mobile Legends,1068255,37703,0,15.65,2022-04-23,11
212,Jess No Limit,"Vexana Revamp, 1X Skill Lawan Mati",1998773,35595,0,0.15,2022-04-23,7
213,Jess No Limit,Saat Lawan Bilang Aku Fanny Darat - Mobile Legends,362393,16274,0,8.367,2022-04-22,11
214,Jess No Limit,Coba Main Fanny Tank - Mobile Legends,239449,10907,0,12.6,2022-04-21,9
215,Jess No Limit,Aku Kirim Skin Terbaru Untuk Jessica Jane,928251,34125,0,0.217,2022-04-20,11
216,Jess No Limit,Aku Ketemu Jess KW - Mobile Legends,3695379,80673,0,17.217,2022-04-20,9
217,Jess No Limit,Coba Main Lunox Tank Jungler - Mobile Legends,289528,12251,0,14.3,2022-04-19,10
218,Jess No Limit,Coba Main Harley Tank TikTok - Mobile Legends,497135,17480,0,13.633,2022-04-19,3
219,Jess No Limit,Mobile Legends Bilang Main Lancelot Sangat Mudah!,560023,22024,0,20.583,2022-04-18,10
220,Jess No Limit,"Skin Terbaru Wanwan Kualitas Rp5,000,000 - Mobile Legends",811130,29101,0,12.083,2022-04-17,7
221,Jess No Limit,Review Emblem Terbaru Mobile Legends,245963,10705,0,10.967,2022-04-16,11
222,Jess No Limit,Coba Main Grock Jungler - Mobile Legends,184434,8179,0,12.45,2022-04-16,7
223,Jess No Limit,Neraka di Game Mobile Legends,1194049,28906,0,14.467,2022-04-15,10
224,Jess No Limit,24 Jam Makan Makanan India,856092,39248,0,14.017,2022-04-14,20
225,Jess No Limit,Nyanyi Sama Anjing (Tabi) Auuuuuu~ 🐶,352329,21701,0,0.75,2022-04-14,11
226,Jess No Limit,"Skin Terbaru Collector Brody Rp 1,000,000 - Mobile Legends",371288,19481,0,11.5,2022-04-14,7
227,Jess No Limit,Lawan Fanny AURA Kabuki! Fanny Terganas di MPL,573977,20784,0,14.883,2022-04-11,10
228,Jess No Limit,Gocekan Karina Jess No Limit di Game Mobile Legends,3605385,70282,0,0.217,2022-04-10,11
229,Jess No Limit,"Spell Rahasia 99,8% Savage - Mobile Legends",481133,19832,0,9.633,2022-04-07,11
230,Jess No Limit,Savage Pake Moskov di Mobile Legends,1549773,46672,0,0.433,2022-04-07,10
231,Jess No Limit,Joget Seperti Anak Kecil,518584,26715,0,0.25,2022-04-04,15
232,Jess No Limit,Jungler Terkuat di Mobile Legends,367874,15588,0,15.267,2022-04-04,10
233,Jess No Limit,Challenge 24 Jam Puasa,1496119,87839,0,23.2,2022-04-03,11
234,Jess No Limit,Savage Pake Fanny 😆,438700,17791,0,0.333,2022-04-02,11
235,Jess No Limit,"Revamp Akai Terbaru, Jadi Kuat Banget! - Mobile Legends",340629,11621,0,18.783,2022-04-02,7
236,Jess No Limit,"Skin Terbaru Balmond V.E.N.O.M Kualitas Rp1,000,000? - Mobile Legends",772662,25283,0,23.6,2022-04-01,10
237,Jess No Limit,Tabi Si Anjing Nurut (Dog Trick) 😆,281393,12389,0,0.267,2022-03-29,14
238,Jess No Limit,Review Hero Terbaru Julian - Mobile Legends,1080078,32803,0,15.25,2022-03-26,8
239,Jess No Limit,Jett Ace Valorant 😆,128395,6009,0,0.4,2022-03-25,11
240,Jess No Limit,Cara Main Hero Terbaru Xavier - Mobile Legends,500462,14350,0,21.0,2022-03-25,10
241,Jess No Limit,"Skin Terbaru V.E.N.O.M Dyrroth Kualitas Rp1,000,000 - Mobile Legends",1800377,51315,0,18.35,2022-03-24,11
242,Jess No Limit,"Update Terbaru, Hero Ini  1X Combo Musuh Mati - Mobile Legends",421485,15144,0,10.717,2022-03-22,10
243,Jess No Limit,Terima Kasih Savage nya Kawan 😆,307627,13999,0,0.233,2022-03-21,10
244,Jess No Limit,Meta Terbaru Johnson Hyper - Mobile Legends,533109,19689,0,12.017,2022-03-21,9
245,Jess No Limit,"Rekor Dunia 1,000 Kill di Mobile Legends",1078936,31906,0,14.533,2022-03-19,10
246,Jess No Limit,Cheat Terbaru Ultimate Argus No Cooldown - Mobile Legends,1039802,28087,0,10.417,2022-03-18,8
247,Jess No Limit,Buff Terbaru Ling 100% Critical! - Mobile Legends,343250,14414,0,13.783,2022-03-17,9
248,Jess No Limit,Jett Valorant Ace Lagi 😆,107869,5049,0,0.183,2022-03-16,14
249,Jess No Limit,Hero Gold Lane Terkuat Saat Ini - Mobile Legends,343825,14737,0,11.667,2022-03-16,9
250,Jess No Limit,Hero Revamp Ini Jadi Kuat Banget! - Mobile Legends,392054,14808,0,13.6,2022-03-15,10
251,Jess No Limit,Belajar Main Paquito - Mobile Legends,395479,17995,0,10.25,2022-03-14,9
252,Jess No Limit,Savage Pake si Botak (Paquito) - Mobile Legends,745510,29604,0,0.383,2022-03-13,9
253,Jess No Limit,"Update Terbaru, Meta Tank Kembali - Mobile Legends",303105,12737,0,23.717,2022-03-12,7
254,Jess No Limit,Selamat Tinggal Marksman - Mobile Legends,562957,22722,0,15.317,2022-03-11,9
255,Jess No Limit,"Kalah Main Game, Jess Camping Sendiri 24 Jam?",676756,36553,0,17.383,2022-03-10,7
256,Jess No Limit,Jett Superdash Double Kill 🤣,120696,5027,0,0.1,2022-03-09,15
257,Jess No Limit,Emblem Rahasia Top Global (Pro Player) - Mobile Legends,495164,19734,0,11.95,2022-03-09,9
258,Jess No Limit,"Skin Terbaru Collector Silvana Rp1,500,000 - Mobile Legends",582460,29299,0,16.167,2022-03-08,11
259,Jess No Limit,Selamat Tinggal Fanny,665252,28051,0,13.317,2022-03-07,10
260,Jess No Limit,Jett Super Dash 2 - Valorant,123775,5599,0,0.267,2022-03-05,13
261,Jess No Limit,"Skin Hello Kitty Floryn Kualitas Rp1,000,000 - Mobile Legends",232131,11994,0,17.95,2022-03-05,11
